layer,kl_mean,kl_std,method,model
22,3.700929880142212,2.554185390472412,awq,google_gemma-3-1b-it
23,3.87134051322937,2.64449143409729,awq,google_gemma-3-1b-it
24,7.343095779418945,4.688162803649902,awq,google_gemma-3-1b-it
25,5.9964141845703125,4.038692951202393,awq,google_gemma-3-1b-it
0,0.3267556,1.0771924,hqq,google_gemma-3-270m-it
1,0.09159245,0.15477253,hqq,google_gemma-3-270m-it
2,0.17519799,0.33244583,hqq,google_gemma-3-270m-it
3,0.25316003,0.36665776,hqq,google_gemma-3-270m-it
4,0.27084473,0.36689797,hqq,google_gemma-3-270m-it
5,0.18775634,0.19918731,hqq,google_gemma-3-270m-it
6,0.22650962,0.2545799,hqq,google_gemma-3-270m-it
7,0.1514617,0.1803273,hqq,google_gemma-3-270m-it
8,0.15152998,0.1670387,hqq,google_gemma-3-270m-it
9,0.18711658,0.21332176,hqq,google_gemma-3-270m-it
10,0.24023347,0.24772376,hqq,google_gemma-3-270m-it
11,0.4708787,0.64089715,hqq,google_gemma-3-270m-it
12,0.6958889,1.0784941,hqq,google_gemma-3-270m-it
13,0.512973,0.63527584,hqq,google_gemma-3-270m-it
14,0.52262104,0.7015045,hqq,google_gemma-3-270m-it
15,0.5684279,0.7678635,hqq,google_gemma-3-270m-it
16,0.38353598,0.54073507,hqq,google_gemma-3-270m-it
17,0.48607057,0.7283997,hqq,google_gemma-3-270m-it
0,0.035603262,0.22973539,fp8,google_gemma-3-270m-it
1,0.008299369,0.012799639,fp8,google_gemma-3-270m-it
2,0.014472977,0.026041543,fp8,google_gemma-3-270m-it
3,0.019158447,0.032057445,fp8,google_gemma-3-270m-it
4,0.01700762,0.023596544,fp8,google_gemma-3-270m-it
5,0.012568685,0.01630999,fp8,google_gemma-3-270m-it
6,0.015828976,0.022941539,fp8,google_gemma-3-270m-it
7,0.008978579,0.019521972,fp8,google_gemma-3-270m-it
8,0.009265634,0.014899146,fp8,google_gemma-3-270m-it
9,0.010332389,0.012705945,fp8,google_gemma-3-270m-it
10,0.01199943,0.020938372,fp8,google_gemma-3-270m-it
11,0.026778111,0.067011,fp8,google_gemma-3-270m-it
12,0.043534994,0.19846156,fp8,google_gemma-3-270m-it
13,0.027316572,0.08510193,fp8,google_gemma-3-270m-it
14,0.030740794,0.17826378,fp8,google_gemma-3-270m-it
15,0.032896154,0.14049418,fp8,google_gemma-3-270m-it
16,0.021305477,0.05315997,fp8,google_gemma-3-270m-it
17,0.024034206,0.06697195,fp8,google_gemma-3-270m-it
0,0.37454835,1.2277483,int4,google_gemma-3-270m-it
1,0.0924339,0.12909533,int4,google_gemma-3-270m-it
2,0.17775062,0.30632246,int4,google_gemma-3-270m-it
3,0.251735,0.37704152,int4,google_gemma-3-270m-it
4,0.24567181,0.36982888,int4,google_gemma-3-270m-it
5,0.16895664,0.22455321,int4,google_gemma-3-270m-it
6,0.19653796,0.25757962,int4,google_gemma-3-270m-it
7,0.12106784,0.15741038,int4,google_gemma-3-270m-it
8,0.11662709,0.14017956,int4,google_gemma-3-270m-it
9,0.14540176,0.17804614,int4,google_gemma-3-270m-it
10,0.171208,0.16675155,int4,google_gemma-3-270m-it
11,0.37271047,0.5699249,int4,google_gemma-3-270m-it
12,0.55997086,0.98226684,int4,google_gemma-3-270m-it
13,0.39669788,0.5372291,int4,google_gemma-3-270m-it
14,0.41010484,0.6196038,int4,google_gemma-3-270m-it
15,0.443243,0.62646836,int4,google_gemma-3-270m-it
16,0.30634582,0.48664334,int4,google_gemma-3-270m-it
17,0.35570046,0.649903,int4,google_gemma-3-270m-it
0,0.0,0.0,float16,google_gemma-3-270m-it
1,9.132034e-05,0.00053717784,float16,google_gemma-3-270m-it
2,0.00033201138,0.0011262835,float16,google_gemma-3-270m-it
3,0.00065582886,0.0015975392,float16,google_gemma-3-270m-it
4,0.00069603947,0.0014245876,float16,google_gemma-3-270m-it
5,0.0007400043,0.0009871216,float16,google_gemma-3-270m-it
6,0.00089017773,0.001208041,float16,google_gemma-3-270m-it
7,0.00048366748,0.00054917927,float16,google_gemma-3-270m-it
8,0.00055072823,0.00061779027,float16,google_gemma-3-270m-it
9,0.0005785109,0.0006110196,float16,google_gemma-3-270m-it
10,0.0005913377,0.0005630485,float16,google_gemma-3-270m-it
11,0.0014478827,0.002492332,float16,google_gemma-3-270m-it
12,0.0022383414,0.0048179827,float16,google_gemma-3-270m-it
13,0.00132034,0.002239455,float16,google_gemma-3-270m-it
14,0.0012597957,0.0026567152,float16,google_gemma-3-270m-it
15,0.001361354,0.0024961268,float16,google_gemma-3-270m-it
16,0.0010569659,0.0017863589,float16,google_gemma-3-270m-it
17,0.0013861423,0.0023335589,float16,google_gemma-3-270m-it
0,0.015515273,0.06380852,int8,google_gemma-3-270m-it
1,0.0032486408,0.004425506,int8,google_gemma-3-270m-it
2,0.004958664,0.00778837,int8,google_gemma-3-270m-it
3,0.0058175297,0.008566926,int8,google_gemma-3-270m-it
4,0.00553131,0.007945034,int8,google_gemma-3-270m-it
5,0.004225823,0.004732315,int8,google_gemma-3-270m-it
6,0.0046521737,0.006470199,int8,google_gemma-3-270m-it
7,0.0026336254,0.0032649343,int8,google_gemma-3-270m-it
8,0.0027424325,0.0029905797,int8,google_gemma-3-270m-it
9,0.003173313,0.0033777554,int8,google_gemma-3-270m-it
10,0.0033331574,0.0036703234,int8,google_gemma-3-270m-it
11,0.008198013,0.015553099,int8,google_gemma-3-270m-it
12,0.011080017,0.021152051,int8,google_gemma-3-270m-it
13,0.008442488,0.014396155,int8,google_gemma-3-270m-it
14,0.008465729,0.019700384,int8,google_gemma-3-270m-it
15,0.009926265,0.017563684,int8,google_gemma-3-270m-it
16,0.0065170727,0.012880558,int8,google_gemma-3-270m-it
17,0.008077381,0.014726739,int8,google_gemma-3-270m-it
0,4.186791896820068,6.958020210266113,awq,google_gemma-3-270m-it
1,1.92635440826416,2.4905900955200195,awq,google_gemma-3-270m-it
2,3.1843981742858887,2.605919361114502,awq,google_gemma-3-270m-it
3,4.352545261383057,3.4993135929107666,awq,google_gemma-3-270m-it
4,1.4550163745880127,1.268556833267212,awq,google_gemma-3-270m-it
5,1.219272494316101,1.1269869804382324,awq,google_gemma-3-270m-it
6,1.6353857517242432,1.4259521961212158,awq,google_gemma-3-270m-it
7,1.3200664520263672,1.34801983833313,awq,google_gemma-3-270m-it
8,1.3738020658493042,1.388620138168335,awq,google_gemma-3-270m-it
9,1.1382958889007568,0.9379827976226808,awq,google_gemma-3-270m-it
10,0.9076417684555054,0.6892108917236328,awq,google_gemma-3-270m-it
11,1.7651653289794922,1.2631851434707642,awq,google_gemma-3-270m-it
12,2.506815195083618,1.6269571781158447,awq,google_gemma-3-270m-it
13,2.631276130676269,1.6286566257476809,awq,google_gemma-3-270m-it
14,2.7191898822784424,1.7968765497207642,awq,google_gemma-3-270m-it
15,3.45472264289856,2.450385808944702,awq,google_gemma-3-270m-it
16,4.244656085968018,3.137584924697876,awq,google_gemma-3-270m-it
17,4.734005451202393,3.7102975845336914,awq,google_gemma-3-270m-it
0,0.0015646386,0.0010477994,fp8,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
1,0.0027946772,0.0018966006,fp8,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
2,0.003988677,0.0027477844,fp8,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
3,0.005837816,0.0040692636,fp8,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
4,0.0067834104,0.004514782,fp8,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
5,0.0081006875,0.005261703,fp8,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
6,0.009432429,0.0062721903,fp8,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
7,0.009784947,0.0069384677,fp8,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
8,0.01122923,0.009985359,fp8,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
9,0.011683025,0.008551018,fp8,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
10,0.012440638,0.009356806,fp8,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
11,0.013389959,0.010341022,fp8,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
12,0.011401667,0.009577319,fp8,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
13,0.011198844,0.008906066,fp8,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
14,0.01086152,0.009188499,fp8,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
15,0.009773871,0.008318532,fp8,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
16,0.009169151,0.012423186,fp8,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
17,0.009255261,0.015053332,fp8,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
18,0.009360642,0.01530618,fp8,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
19,0.009303021,0.017940417,fp8,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
20,0.009733781,0.024195977,fp8,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
21,0.011047169,0.033524413,fp8,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
22,0.012019866,0.042408634,fp8,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
23,0.013019166,0.052494008,fp8,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
24,0.013354635,0.046884283,fp8,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
25,0.013844249,0.07071035,fp8,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
26,0.014133416,0.051627096,fp8,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
27,0.013298711,0.03366152,fp8,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
28,0.013649363,0.03870473,fp8,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
29,0.014007654,0.050267458,fp8,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
30,0.01093518,0.020382827,fp8,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
31,0.007856475,0.017037498,fp8,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
0,0.02560576,0.018561749,int4,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
1,0.045211356,0.030454684,int4,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
2,0.069412135,0.049044825,int4,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
3,0.101290904,0.06798739,int4,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
4,0.12664783,0.08943779,int4,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
5,0.14034006,0.09799023,int4,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
6,0.15055136,0.101651505,int4,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
7,0.15245216,0.10059521,int4,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
8,0.15996698,0.111527495,int4,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
9,0.16802269,0.11440687,int4,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
10,0.17325391,0.12836394,int4,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
11,0.185599,0.13907787,int4,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
12,0.15964249,0.12894598,int4,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
13,0.15289506,0.1268703,int4,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
14,0.14737064,0.12491814,int4,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
15,0.13668664,0.12080958,int4,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
16,0.12775536,0.11081659,int4,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
17,0.1252794,0.15417902,int4,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
18,0.12726438,0.16746044,int4,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
19,0.13283117,0.2634955,int4,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
20,0.13848963,0.25333038,int4,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
21,0.14762951,0.2541259,int4,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
22,0.15823755,0.2751373,int4,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
23,0.17084317,0.29177445,int4,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
24,0.17743255,0.3655165,int4,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
25,0.17932966,0.3494496,int4,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
26,0.18153545,0.31459105,int4,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
27,0.17168704,0.26122984,int4,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
28,0.17594454,0.32600293,int4,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
29,0.17694452,0.44551516,int4,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
30,0.14493851,0.2430286,int4,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
31,0.099569835,0.18441315,int4,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
0,6.1368926e-05,0.000109036344,float16,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
1,0.0002149322,0.00020590251,float16,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
2,0.0003400297,0.00026265753,float16,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
3,0.00043666284,0.00030369812,float16,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
4,0.000498368,0.00032829828,float16,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
5,0.000566374,0.00036917801,float16,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
6,0.00061951845,0.00038840226,float16,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
7,0.00068247336,0.00044338303,float16,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
8,0.00071847916,0.00045261192,float16,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
9,0.0007427795,0.00048006838,float16,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
10,0.0008067925,0.000535618,float16,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
11,0.0008464408,0.0005805387,float16,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
12,0.0007964543,0.0006002461,float16,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
13,0.00077202305,0.0006331046,float16,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
14,0.00079064537,0.0008240194,float16,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
15,0.0007163329,0.0005683554,float16,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
16,0.00069464336,0.0010415018,float16,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
17,0.0007134769,0.0015713036,float16,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
18,0.00070705713,0.0015903534,float16,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
19,0.0007135169,0.0016219812,float16,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
20,0.00075787026,0.0030826086,float16,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
21,0.00086613355,0.005370263,float16,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
22,0.0008650011,0.0045002643,float16,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
23,0.0009588979,0.0066297343,float16,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
24,0.0009329071,0.003977501,float16,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
25,0.0010273275,0.00697107,float16,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
26,0.0010381902,0.0053208075,float16,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
27,0.00091995427,0.0021109213,float16,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
28,0.00093411206,0.002224117,float16,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
29,0.0008730377,0.0020703778,float16,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
30,0.000785479,0.0017932584,float16,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
31,0.000656904,0.0010017985,float16,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
0,0.00079441105,0.00051205856,int8,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
1,0.0014048476,0.00092730025,int8,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
2,0.0029452275,0.0019170585,int8,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
3,0.004578934,0.0030111426,int8,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
4,0.0052799922,0.003474274,int8,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
5,0.005795529,0.0039629876,int8,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
6,0.005842659,0.0039639827,int8,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
7,0.0061370083,0.0043427274,int8,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
8,0.006390219,0.005307889,int8,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
9,0.0064266864,0.0049932785,int8,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
10,0.0065688053,0.005105122,int8,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
11,0.006971178,0.0061610555,int8,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
12,0.005898116,0.0057913125,int8,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
13,0.005686064,0.005792512,int8,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
14,0.0053167064,0.004849045,int8,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
15,0.0049790903,0.0065814047,int8,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
16,0.004609881,0.0051306877,int8,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
17,0.0046334253,0.0063375435,int8,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
18,0.004716966,0.007968867,int8,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
19,0.004907824,0.0074203233,int8,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
20,0.0052633127,0.011615789,int8,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
21,0.005909249,0.01841902,int8,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
22,0.006467188,0.019513097,int8,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
23,0.0076892325,0.041243903,int8,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
24,0.0070139803,0.017847707,int8,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
25,0.007141703,0.021086859,int8,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
26,0.007439795,0.021942433,int8,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
27,0.006890148,0.013394079,int8,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
28,0.007317713,0.01368838,int8,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
29,0.0075328695,0.017216364,int8,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
30,0.006407351,0.016305385,int8,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
31,0.004507628,0.011022505,int8,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
0,0.11457575,0.08130676,gptq,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
1,0.13247988,0.08749554,gptq,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
2,0.16339873,0.12240771,gptq,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
3,0.19115016,0.14122246,gptq,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
4,0.2104508,0.16102141,gptq,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
5,0.2168144,0.1590586,gptq,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
6,0.2261981,0.15934175,gptq,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
7,0.23104122,0.1678859,gptq,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
8,0.23763527,0.17300576,gptq,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
9,0.23716246,0.17874143,gptq,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
10,0.24699187,0.18113518,gptq,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
11,0.24974605,0.19678494,gptq,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
12,0.21716933,0.17943646,gptq,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
13,0.20146678,0.16381039,gptq,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
14,0.19157052,0.15549517,gptq,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
15,0.17591472,0.14588486,gptq,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
16,0.16730486,0.15280052,gptq,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
17,0.16396452,0.16325442,gptq,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
18,0.16716404,0.18554084,gptq,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
19,0.16725837,0.19662873,gptq,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
20,0.17169301,0.21126653,gptq,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
21,0.18256436,0.27286607,gptq,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
22,0.19467859,0.3036585,gptq,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
23,0.21061972,0.35986453,gptq,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
24,0.22445801,0.41496903,gptq,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
25,0.23931654,0.42453924,gptq,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
26,0.2494494,0.41241786,gptq,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
27,0.24584769,0.5687867,gptq,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
28,0.24179038,0.3958124,gptq,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
29,0.2499902,0.7088248,gptq,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
30,0.19221526,0.37231272,gptq,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
31,0.13842683,0.25905362,gptq,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
0,0.0188804753124713,0.0136472852900624,awq,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
1,0.0355518423020839,0.0248801819980144,awq,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
2,0.055319994688034,0.0387655012309551,awq,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
3,0.083681546151638,0.0563253797590732,awq,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
4,0.1057438030838966,0.0701367780566215,awq,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
5,0.1227193176746368,0.081782579421997,awq,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
6,0.1378416419029235,0.0895232856273651,awq,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
7,0.1491906642913818,0.0987889841198921,awq,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
8,0.1610470712184906,0.1171234101057052,awq,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
9,0.1631536036729812,0.1118589118123054,awq,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
10,0.1734986901283264,0.1214752942323684,awq,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
11,0.1848236918449401,0.1362954825162887,awq,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
12,0.1577439457178115,0.1171235218644142,awq,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
13,0.1543100625276565,0.1137095987796783,awq,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
14,0.1470885276794433,0.1093934029340744,awq,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
15,0.1329025030136108,0.1049901321530342,awq,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
16,0.1254236698150634,0.1093071922659874,awq,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
17,0.1229669824242591,0.1239779517054557,awq,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
18,0.1240250691771507,0.1443859338760376,awq,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
19,0.1267482042312622,0.1506325751543045,awq,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
20,0.1339786350727081,0.1748237013816833,awq,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
21,0.1405529826879501,0.1982606649398803,awq,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
22,0.1487582623958587,0.1987576633691787,awq,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
23,0.1689440608024597,0.2858275473117828,awq,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
24,0.1760011464357376,0.3038723468780517,awq,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
25,0.1827818304300308,0.3299208581447601,awq,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
26,0.1860325336456298,0.3595630526542663,awq,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
27,0.1817796528339386,0.3058281242847442,awq,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
28,0.1853313148021698,0.2799208164215088,awq,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
29,0.1869360506534576,0.4007718861103058,awq,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
30,0.1545450985431671,0.2190493941307068,awq,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
31,0.1068878471851348,0.1891322880983352,awq,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
0,0.0305463094264268,0.0215944163501262,hqq,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
1,0.0546933189034462,0.0351155698299407,hqq,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
2,0.0954182967543602,0.0649833679199218,hqq,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
3,0.1553321331739425,0.1038980111479759,hqq,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
4,0.1950258910655975,0.1339268684387207,hqq,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
5,0.2060671895742416,0.1422646939754486,hqq,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
6,0.2126704156398773,0.1425608396530151,hqq,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
7,0.2202391475439071,0.1479450017213821,hqq,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
8,0.2271856516599655,0.1610273420810699,hqq,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
9,0.2261386513710022,0.1616891175508499,hqq,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
10,0.2321408540010452,0.1735788136720657,hqq,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
11,0.2411418408155441,0.1809712499380111,hqq,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
12,0.2046536803245544,0.1495352983474731,hqq,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
13,0.1986633241176605,0.1634874790906906,hqq,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
14,0.1903554648160934,0.155146524310112,hqq,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
15,0.1761266440153122,0.1515472829341888,hqq,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
16,0.1650665402412414,0.1510115712881088,hqq,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
17,0.1635748744010925,0.1601265668869018,hqq,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
18,0.1651139855384826,0.1776123046875,hqq,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
19,0.1683111786842346,0.2080395519733429,hqq,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
20,0.1774392426013946,0.2461688667535781,hqq,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
21,0.192836508154869,0.3059989809989929,hqq,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
22,0.1957671344280243,0.2997925877571106,hqq,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
