layer,kl_mean,kl_std,method,model
9,0.004598289,0.10035216,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
10,0.0059528397,0.14998779,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
11,0.005892231,0.13178706,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
12,0.0074343784,0.17716964,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
13,0.007374903,0.15964366,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
14,0.0053546545,0.06809525,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
15,0.006727872,0.11677302,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
16,0.0074729547,0.1396961,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
17,0.0061547942,0.07581919,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
18,0.005556361,0.04331532,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
19,0.006259803,0.050237894,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
20,0.0072554355,0.062922254,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
21,0.006916211,0.047273524,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
22,0.00767049,0.05408279,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
23,0.0077044223,0.043047108,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
24,0.008946351,0.06826859,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
25,0.009029852,0.06558235,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
26,0.009796848,0.07867718,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
27,0.0109355915,0.09026817,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
28,0.008798987,0.0721045,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
29,0.008718417,0.06390901,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
30,0.0093408795,0.072588734,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
31,0.008876607,0.07514163,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
32,0.009089915,0.0708574,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
33,0.009368765,0.06061314,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
34,0.009179971,0.054425698,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
35,0.008289743,0.0451187,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
36,0.009408613,0.060968887,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
37,0.010248317,0.09018055,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
38,0.012681733,0.13258779,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
39,0.013148016,0.10502822,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
40,0.016402943,0.14111263,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
41,0.018971084,0.16483498,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
42,0.021824824,0.21908043,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
43,0.023845322,0.22950858,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
44,0.027207926,0.37200576,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
45,0.013505943,0.09526207,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
46,0.0066584265,0.046068065,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
47,0.004766625,0.03534648,int8,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
0,0.016042579,0.016408404,gptq,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
1,0.013948207,0.014173734,gptq,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
2,0.013298118,0.013405452,gptq,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
3,0.015370612,0.015097034,gptq,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
4,0.019847402,0.02264556,gptq,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
5,0.031266477,0.05491478,gptq,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
6,0.042264678,0.108663976,gptq,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
7,0.053286746,0.078948066,gptq,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
8,0.05800598,0.09167076,gptq,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
9,0.06804951,0.25719064,gptq,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
10,0.07702117,0.23931721,gptq,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
11,0.08283593,0.15574934,gptq,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
12,0.0937242,0.17315483,gptq,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
13,0.09942551,0.114276044,gptq,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
14,0.1065826,0.16169412,gptq,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
15,0.112759456,0.18461071,gptq,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
16,0.118089765,0.15396024,gptq,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
17,0.12002403,0.16499954,gptq,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
18,0.124254264,0.16212775,gptq,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
19,0.12601899,0.158784,gptq,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
20,0.12610927,0.14061104,gptq,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
21,0.13250144,0.1554479,gptq,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
22,0.13712987,0.1838878,gptq,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
23,0.1402341,0.19962572,gptq,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
24,0.13729008,0.19929796,gptq,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
25,0.14968623,0.20028965,gptq,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
26,0.16039492,0.22384822,gptq,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
27,0.15976082,0.23580183,gptq,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
28,0.1422681,0.21743597,gptq,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
29,0.1383656,0.22035399,gptq,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
30,0.14073282,0.24493383,gptq,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
31,0.13325763,0.21966408,gptq,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
32,0.13572234,0.23147249,gptq,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
33,0.14265355,0.25963134,gptq,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
34,0.14158912,0.23259144,gptq,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
35,0.13901457,0.22954555,gptq,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
36,0.14627357,0.2847254,gptq,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
37,0.14760096,0.26901746,gptq,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
38,0.16732939,0.3678876,gptq,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
39,0.18590997,0.42742875,gptq,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
40,0.18988048,0.3921069,gptq,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
41,0.20272323,0.6149821,gptq,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
42,0.21395211,0.64305365,gptq,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
43,0.22669622,0.68177813,gptq,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
44,0.22483538,0.613636,gptq,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
45,0.1742149,0.44153938,gptq,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
46,0.09500217,0.19953366,gptq,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
47,0.074574634,0.15968326,gptq,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
0,0.0228080376982688,0.0204536858946084,awq,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
1,0.0197842419147491,0.0178018789738416,awq,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
2,0.0184241849929094,0.0171542987227439,awq,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
3,0.0202150754630565,0.0185461733490228,awq,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
4,0.0296076387166976,0.0294022727757692,awq,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
5,0.0327564887702465,0.0302630178630352,awq,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
6,0.0368742309510707,0.0347756072878837,awq,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
7,0.0436820238828659,0.0429471135139465,awq,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
8,0.0449211932718753,0.0410082712769508,awq,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
9,0.0483653396368026,0.043785136193037,awq,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
10,0.0564484745264053,0.0518963374197483,awq,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
11,0.0619215816259384,0.0563561432063579,awq,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
12,0.0689562261104583,0.0641210153698921,awq,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
13,0.0757530480623245,0.0692535266280174,awq,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
14,0.0805429369211196,0.0717688128352165,awq,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
15,0.0866851210594177,0.0796833857893943,awq,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
16,0.085721880197525,0.0809951350092887,awq,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
17,0.0893386602401733,0.0890998616814613,awq,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
18,0.0949252918362617,0.0879004821181297,awq,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
19,0.0986046195030212,0.0916472449898719,awq,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
20,0.1003743261098861,0.0917010605335235,awq,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
21,0.0998682826757431,0.0920270532369613,awq,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
22,0.1041702032089233,0.0935270935297012,awq,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
23,0.1082806140184402,0.0997036695480346,awq,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
24,0.1045819222927093,0.0980453193187713,awq,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
25,0.1154701933264732,0.1132152453064918,awq,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
26,0.1222804188728332,0.1269729733467102,awq,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
27,0.123886153101921,0.1224183365702629,awq,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
28,0.11131551861763,0.1310829222202301,awq,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
29,0.1119859889149665,0.1244232878088951,awq,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
30,0.1112732961773872,0.1183520928025245,awq,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
31,0.1061693951487541,0.1194236874580383,awq,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
32,0.1113268807530403,0.146286591887474,awq,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
33,0.1120177879929542,0.180801123380661,awq,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
34,0.1148983240127563,0.1871713548898697,awq,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
35,0.1182026863098144,0.2227398753166198,awq,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
36,0.1235861629247665,0.2143936604261398,awq,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
37,0.1242088824510574,0.1972156167030334,awq,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
38,0.1390916407108307,0.2722516059875488,awq,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
39,0.1488149911165237,0.302774965763092,awq,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
40,0.1531529873609542,0.4056670069694519,awq,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
41,0.1590747833251953,0.380008190870285,awq,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
42,0.1723211854696273,0.5011902451515198,awq,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
43,0.1709727644920349,0.4831492006778717,awq,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
44,0.169405460357666,0.4456309378147125,awq,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
45,0.1392890214920044,0.3972410261631012,awq,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
46,0.0759111270308494,0.1531570702791214,awq,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
47,0.0639195367693901,0.151576742529869,awq,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
0,0.0198940690606832,0.0161599069833755,hqq,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
1,0.0176844801753759,0.0146591197699308,hqq,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
2,0.0186663679778575,0.0165403597056865,hqq,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
3,0.0214071124792099,0.0186950210481882,hqq,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
4,0.0271966867148876,0.0226856395602226,hqq,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
5,0.0377844683825969,0.0366034284234046,hqq,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
6,0.0443030297756195,0.0523442924022674,hqq,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
7,0.0514659844338893,0.0475801192224025,hqq,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
8,0.0588323809206485,0.0799421146512031,hqq,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
9,0.0587495118379592,0.0506548210978508,hqq,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
10,0.063079610466957,0.0640148222446441,hqq,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
11,0.0694790631532669,0.0695294737815857,hqq,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
12,0.0788066610693931,0.0830578804016113,hqq,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
13,0.0837070643901825,0.0773105546832084,hqq,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
14,0.0888742431998252,0.0830401703715324,hqq,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
15,0.0904584825038909,0.0873546600341796,hqq,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
16,0.0917588770389556,0.0883496478199958,hqq,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
17,0.0931538194417953,0.0916618481278419,hqq,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
18,0.0961512476205825,0.0924082398414611,hqq,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
19,0.0985596776008606,0.1008707731962204,hqq,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
20,0.1024864763021469,0.0990889817476272,hqq,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
21,0.1089515388011932,0.1059906184673309,hqq,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
22,0.1102342307567596,0.1060013547539711,hqq,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
23,0.1118911132216453,0.1223899871110916,hqq,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
24,0.1076831668615341,0.1136745736002922,hqq,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
25,0.1171023398637771,0.1227479800581932,hqq,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
26,0.1238943710923194,0.1398633569478988,hqq,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
27,0.1273375898599624,0.1523381322622299,hqq,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
28,0.116614818572998,0.1687873750925064,hqq,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
29,0.1178888604044914,0.1919768452644348,hqq,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
30,0.119642361998558,0.2069241404533386,hqq,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
31,0.1190966516733169,0.2511163353919983,hqq,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
32,0.1197986081242561,0.2006074488162994,hqq,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
33,0.1269370913505554,0.2635789811611175,hqq,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
34,0.131526231765747,0.2882362902164459,hqq,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
35,0.1293398588895797,0.2810840308666229,hqq,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
36,0.1312894523143768,0.2485801130533218,hqq,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
37,0.1413362622261047,0.3776058852672577,hqq,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
38,0.152814581990242,0.4180868566036224,hqq,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
39,0.1707729697227478,0.5483313798904419,hqq,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
40,0.1569204628467559,0.3783651292324066,hqq,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
41,0.1633017659187317,0.4103953838348388,hqq,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
42,0.1648247241973877,0.456029325723648,hqq,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
43,0.1594133973121643,0.3731439709663391,hqq,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
44,0.1798937767744064,0.5468301773071289,hqq,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
45,0.1458962857723236,0.3953404724597931,hqq,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
46,0.0818485841155052,0.3099536597728729,hqq,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
47,0.0626069530844688,0.1270763725042343,hqq,deepseek-ai_DeepSeek-R1-Distill-Qwen-14B
0,0.001591611,0.0011617793,fp8,meta-llama_Llama-3.1-8B-Instruct
1,0.0030345926,0.0021564357,fp8,meta-llama_Llama-3.1-8B-Instruct
2,0.0037914058,0.002838737,fp8,meta-llama_Llama-3.1-8B-Instruct
3,0.0053551216,0.0040845126,fp8,meta-llama_Llama-3.1-8B-Instruct
4,0.006033248,0.0047210734,fp8,meta-llama_Llama-3.1-8B-Instruct
5,0.0071193776,0.0051857815,fp8,meta-llama_Llama-3.1-8B-Instruct
6,0.007723158,0.006108106,fp8,meta-llama_Llama-3.1-8B-Instruct
7,0.008312445,0.0069659273,fp8,meta-llama_Llama-3.1-8B-Instruct
8,0.009357304,0.008857997,fp8,meta-llama_Llama-3.1-8B-Instruct
9,0.009658107,0.008886778,fp8,meta-llama_Llama-3.1-8B-Instruct
10,0.010190383,0.010228695,fp8,meta-llama_Llama-3.1-8B-Instruct
11,0.0109951105,0.010897415,fp8,meta-llama_Llama-3.1-8B-Instruct
12,0.009790641,0.009516686,fp8,meta-llama_Llama-3.1-8B-Instruct
13,0.009640666,0.011401692,fp8,meta-llama_Llama-3.1-8B-Instruct
14,0.009358858,0.013805071,fp8,meta-llama_Llama-3.1-8B-Instruct
15,0.008549113,0.017246101,fp8,meta-llama_Llama-3.1-8B-Instruct
16,0.007522465,0.014510497,fp8,meta-llama_Llama-3.1-8B-Instruct
17,0.007127757,0.014904523,fp8,meta-llama_Llama-3.1-8B-Instruct
18,0.007178464,0.020400839,fp8,meta-llama_Llama-3.1-8B-Instruct
19,0.007098723,0.021945061,fp8,meta-llama_Llama-3.1-8B-Instruct
20,0.0075345696,0.027778547,fp8,meta-llama_Llama-3.1-8B-Instruct
21,0.007098251,0.021190818,fp8,meta-llama_Llama-3.1-8B-Instruct
22,0.007319641,0.018773163,fp8,meta-llama_Llama-3.1-8B-Instruct
23,0.007999922,0.01585179,fp8,meta-llama_Llama-3.1-8B-Instruct
24,0.008743598,0.027440079,fp8,meta-llama_Llama-3.1-8B-Instruct
25,0.010876472,0.10042642,fp8,meta-llama_Llama-3.1-8B-Instruct
26,0.009200921,0.03557326,fp8,meta-llama_Llama-3.1-8B-Instruct
27,0.008927265,0.026522012,fp8,meta-llama_Llama-3.1-8B-Instruct
28,0.009341371,0.029196795,fp8,meta-llama_Llama-3.1-8B-Instruct
29,0.01302969,0.21569945,fp8,meta-llama_Llama-3.1-8B-Instruct
30,0.008628743,0.040711768,fp8,meta-llama_Llama-3.1-8B-Instruct
31,0.004266145,0.01252901,fp8,meta-llama_Llama-3.1-8B-Instruct
0,0.025064709,0.01777446,int4,meta-llama_Llama-3.1-8B-Instruct
1,0.044615768,0.031587634,int4,meta-llama_Llama-3.1-8B-Instruct
2,0.05919205,0.044682343,int4,meta-llama_Llama-3.1-8B-Instruct
3,0.08807101,0.063567236,int4,meta-llama_Llama-3.1-8B-Instruct
4,0.105139874,0.08230083,int4,meta-llama_Llama-3.1-8B-Instruct
5,0.11113072,0.08876111,int4,meta-llama_Llama-3.1-8B-Instruct
6,0.11589735,0.09272631,int4,meta-llama_Llama-3.1-8B-Instruct
7,0.12233285,0.0924966,int4,meta-llama_Llama-3.1-8B-Instruct
8,0.13353291,0.1274066,int4,meta-llama_Llama-3.1-8B-Instruct
9,0.13358495,0.12603801,int4,meta-llama_Llama-3.1-8B-Instruct
10,0.14234886,0.13035437,int4,meta-llama_Llama-3.1-8B-Instruct
11,0.148477,0.14613904,int4,meta-llama_Llama-3.1-8B-Instruct
12,0.13560474,0.13682707,int4,meta-llama_Llama-3.1-8B-Instruct
13,0.13085371,0.11905225,int4,meta-llama_Llama-3.1-8B-Instruct
14,0.12452973,0.1373006,int4,meta-llama_Llama-3.1-8B-Instruct
15,0.10821423,0.104263194,int4,meta-llama_Llama-3.1-8B-Instruct
16,0.09945797,0.1069757,int4,meta-llama_Llama-3.1-8B-Instruct
17,0.09187725,0.11591553,int4,meta-llama_Llama-3.1-8B-Instruct
18,0.08929924,0.12143332,int4,meta-llama_Llama-3.1-8B-Instruct
19,0.08652675,0.12033664,int4,meta-llama_Llama-3.1-8B-Instruct
20,0.08886679,0.1437862,int4,meta-llama_Llama-3.1-8B-Instruct
21,0.0946624,0.17022951,int4,meta-llama_Llama-3.1-8B-Instruct
22,0.09985841,0.19116393,int4,meta-llama_Llama-3.1-8B-Instruct
23,0.104771964,0.19507447,int4,meta-llama_Llama-3.1-8B-Instruct
24,0.113288976,0.26101324,int4,meta-llama_Llama-3.1-8B-Instruct
25,0.106352575,0.19029143,int4,meta-llama_Llama-3.1-8B-Instruct
26,0.109854504,0.1982159,int4,meta-llama_Llama-3.1-8B-Instruct
27,0.11516513,0.2754406,int4,meta-llama_Llama-3.1-8B-Instruct
28,0.12271823,0.37608773,int4,meta-llama_Llama-3.1-8B-Instruct
29,0.12498911,0.39528203,int4,meta-llama_Llama-3.1-8B-Instruct
30,0.09997199,0.20579411,int4,meta-llama_Llama-3.1-8B-Instruct
31,0.05869298,0.15290925,int4,meta-llama_Llama-3.1-8B-Instruct
0,6.108943e-05,0.000113790884,float16,meta-llama_Llama-3.1-8B-Instruct
1,0.00022857552,0.00020663204,float16,meta-llama_Llama-3.1-8B-Instruct
2,0.00031631562,0.00025321805,float16,meta-llama_Llama-3.1-8B-Instruct
3,0.0004172023,0.00029090184,float16,meta-llama_Llama-3.1-8B-Instruct
4,0.00048081428,0.00033795618,float16,meta-llama_Llama-3.1-8B-Instruct
5,0.0005241658,0.00035694343,float16,meta-llama_Llama-3.1-8B-Instruct
6,0.00058623933,0.00038203306,float16,meta-llama_Llama-3.1-8B-Instruct
7,0.0006255042,0.00046465115,float16,meta-llama_Llama-3.1-8B-Instruct
8,0.00069519406,0.0011557243,float16,meta-llama_Llama-3.1-8B-Instruct
9,0.00068634655,0.0007504179,float16,meta-llama_Llama-3.1-8B-Instruct
10,0.00071660505,0.00093109114,float16,meta-llama_Llama-3.1-8B-Instruct
11,0.00076773006,0.0009133804,float16,meta-llama_Llama-3.1-8B-Instruct
12,0.00070207706,0.0008560799,float16,meta-llama_Llama-3.1-8B-Instruct
13,0.00068372017,0.0008215275,float16,meta-llama_Llama-3.1-8B-Instruct
14,0.0007116605,0.0014877615,float16,meta-llama_Llama-3.1-8B-Instruct
15,0.00067543547,0.0014353482,float16,meta-llama_Llama-3.1-8B-Instruct
16,0.00060974143,0.000858742,float16,meta-llama_Llama-3.1-8B-Instruct
17,0.0006146928,0.0021083206,float16,meta-llama_Llama-3.1-8B-Instruct
18,0.0006661986,0.0034381924,float16,meta-llama_Llama-3.1-8B-Instruct
19,0.0006024419,0.0025312868,float16,meta-llama_Llama-3.1-8B-Instruct
20,0.000644159,0.0026047167,float16,meta-llama_Llama-3.1-8B-Instruct
21,0.00062442897,0.0019569972,float16,meta-llama_Llama-3.1-8B-Instruct
22,0.00066122337,0.0028734636,float16,meta-llama_Llama-3.1-8B-Instruct
23,0.00070992415,0.003778645,float16,meta-llama_Llama-3.1-8B-Instruct
24,0.0008689004,0.008065112,float16,meta-llama_Llama-3.1-8B-Instruct
25,0.0012126165,0.02312757,float16,meta-llama_Llama-3.1-8B-Instruct
26,0.00078866637,0.003510909,float16,meta-llama_Llama-3.1-8B-Instruct
27,0.00077897066,0.0033650205,float16,meta-llama_Llama-3.1-8B-Instruct
28,0.00071103475,0.002178352,float16,meta-llama_Llama-3.1-8B-Instruct
29,0.0022979442,0.076826155,float16,meta-llama_Llama-3.1-8B-Instruct
30,0.00086517836,0.011208274,float16,meta-llama_Llama-3.1-8B-Instruct
31,0.0005626604,0.0007769281,float16,meta-llama_Llama-3.1-8B-Instruct
0,0.00071125996,0.00047261905,int8,meta-llama_Llama-3.1-8B-Instruct
1,0.0012162988,0.0008007569,int8,meta-llama_Llama-3.1-8B-Instruct
2,0.001982893,0.001345625,int8,meta-llama_Llama-3.1-8B-Instruct
3,0.002872864,0.002055023,int8,meta-llama_Llama-3.1-8B-Instruct
4,0.0031953128,0.0024768377,int8,meta-llama_Llama-3.1-8B-Instruct
5,0.003545955,0.002807084,int8,meta-llama_Llama-3.1-8B-Instruct
6,0.0036121525,0.0028915415,int8,meta-llama_Llama-3.1-8B-Instruct
7,0.0038121664,0.0034630732,int8,meta-llama_Llama-3.1-8B-Instruct
8,0.004051113,0.0076926057,int8,meta-llama_Llama-3.1-8B-Instruct
9,0.0040340084,0.009520869,int8,meta-llama_Llama-3.1-8B-Instruct
10,0.004139327,0.008758023,int8,meta-llama_Llama-3.1-8B-Instruct
11,0.0045357575,0.019513296,int8,meta-llama_Llama-3.1-8B-Instruct
12,0.004051264,0.015229494,int8,meta-llama_Llama-3.1-8B-Instruct
13,0.0038153897,0.011394022,int8,meta-llama_Llama-3.1-8B-Instruct
14,0.003532193,0.0050995643,int8,meta-llama_Llama-3.1-8B-Instruct
15,0.0030600496,0.0040906128,int8,meta-llama_Llama-3.1-8B-Instruct
16,0.0027055868,0.0028928337,int8,meta-llama_Llama-3.1-8B-Instruct
17,0.0026130264,0.0037365921,int8,meta-llama_Llama-3.1-8B-Instruct
18,0.0026289923,0.0054233107,int8,meta-llama_Llama-3.1-8B-Instruct
19,0.0024605216,0.0039685857,int8,meta-llama_Llama-3.1-8B-Instruct
20,0.002742481,0.006182828,int8,meta-llama_Llama-3.1-8B-Instruct
